-1.5945,-1.5943,-0.041213,-0.040333
-1.5987,-1.5985,-0.036976,-0.036094
-1.603,-1.6028,-0.032705,-0.031821
-1.6073,-1.6071,-0.028506,-0.02762
-1.6115,-1.6113,-0.024269,-0.023381
-1.6158,-1.6156,-0.019976,-0.019086
-1.62,-1.6199,-0.015741,-0.01485
-1.6243,-1.6241,-0.01149,-0.010596
-1.6285,-1.6283,-0.0072877,-0.006392
-1.6327,-1.6326,-0.003032,-0.0021344
-1.637,-1.6368,0.0012191,0.0021186
-1.6413,-1.6411,0.0054577,0.0063592
-1.6455,-1.6453,0.009695,0.010598
-1.6497,-1.6496,0.013962,0.014867
-1.6539,-1.6538,0.018223,0.01913
-1.6582,-1.6581,0.022447,0.023356
-1.6625,-1.6623,0.026692,0.027603
-1.6667,-1.6666,0.030952,0.031866
-1.671,-1.6709,0.035179,0.036094
-1.6753,-1.6751,0.039414,0.040331
-1.6794,-1.6793,0.043672,0.044591
-1.6837,-1.6836,0.047927,0.048848
-1.688,-1.6879,0.052178,0.053101
-1.6922,-1.6921,0.056453,0.057378
-1.6965,-1.6964,0.060661,0.061588
-1.7007,-1.7006,0.064941,0.06587
-1.705,-1.7049,0.069172,0.070102
-1.7093,-1.7091,0.073452,0.074385
-1.7135,-1.7134,0.07767,0.078605
-1.7178,-1.7177,0.081911,0.082848
-1.722,-1.7219,0.086157,0.087096
-1.7262,-1.7261,0.090386,0.091326
-1.7305,-1.7304,0.094607,0.09555
-1.7347,-1.7346,0.098873,0.099818
-1.739,-1.7389,0.1031,0.10404
-1.7432,-1.7431,0.10734,0.10829
-1.7474,-1.7473,0.11155,0.1125
-1.7517,-1.7516,0.11581,0.11677
-1.7559,-1.7558,0.12007,0.12103
-1.7601,-1.7601,0.12424,0.1252
-1.7644,-1.7643,0.12845,0.12941
-1.7686,-1.7685,0.13267,0.13363
-1.7728,-1.7728,0.13692,0.13788
-1.7771,-1.777,0.14113,0.1421
-1.7813,-1.7812,0.14538,0.14634
-1.7856,-1.7855,0.14963,0.1506
-1.7898,-1.7898,0.15386,0.15483
-1.794,-1.7939,0.15809,0.15906
-1.7983,-1.7983,0.16235,0.16332
-1.8026,-1.8025,0.16663,0.16761
-1.8069,-1.8068,0.17086,0.17183
-1.8111,-1.811,0.17513,0.17611
-1.8154,-1.8154,0.17942,0.1804
-1.8197,-1.8196,0.18373,0.18471
-1.824,-1.8239,0.18806,0.18904
-1.8283,-1.8283,0.1923,0.19329
-1.8326,-1.8325,0.19664,0.19763
-1.837,-1.8369,0.20094,0.20193
-1.8413,-1.8412,0.20527,0.20626
-1.8456,-1.8455,0.2096,0.21059
-1.8499,-1.8499,0.21394,0.21494
-1.8542,-1.8541,0.21828,0.21928
-1.8585,-1.8584,0.22257,0.22357
-1.8628,-1.8627,0.22686,0.22786
-1.8671,-1.8671,0.23116,0.23217
-1.8713,-1.8713,0.23547,0.23648
-1.8756,-1.8756,0.2397,0.24071
-1.8798,-1.8798,0.24394,0.24495
-1.884,-1.884,0.24815,0.24917
-1.8882,-1.8882,0.25233,0.25335
-1.8923,-1.8922,0.2565,0.25752
